bodyId,type,side,post,nt,group
809399,IN03B063,R,666,gaba,809399
804205,IN19A142,R,2467,gaba,801102
108296,AN19B076,R,594,acetylcholine,95401
910238,IN12A035,R,1021,acetylcholine,803824
907594,IN18B039,R,1873,acetylcholine,803609
811281,IN12A050_b,R,938,acetylcholine,809199
800799,IN08B108,R,821,acetylcholine,800799
210037,AN06A095,R,757,gaba,153256
169836,AN07B085,R,464,acetylcholine,156120
811299,IN11B018,R,561,gaba,811299
14569,DNg04,R,4019,acetylcholine,14569
809303,AN06A092,R,930,gaba,572998
936263,IN06A137,R,518,gaba,817579
815965,"IN06A126,IN06A137",R,326,gaba,805545
814436,IN03B072,R,826,gaba,810676
802712,IN06A008,R,1657,gaba,802712
804164,IN06A116,R,428,gaba,804164
912637,IN06A108,R,384,gaba,811833
810575,IN12A061_a,R,1182,acetylcholine,809928
810555,IN16B093,R,672,glutamate,809466
802882,IN11B012,R,2954,gaba,802882
819660,"IN06A126,IN06A137",R,211,gaba,805545
1052546574,IN11B022_b,L,565,gaba,815420
933278,IN03B061,L,1114,gaba,811160
910882,IN06A070,L,804,gaba,802432
818206,IN16B089,L,205,glutamate,816633
812136,IN03B060,L,999,gaba,805868
811364,IN03B060,L,1044,gaba,811152
811352,IN03B061,L,1276,gaba,811211
811252,IN06A022,L,410,gaba,809650
811238,IN03B061,L,1343,gaba,811238
810486,IN03B060,L,1169,gaba,808383
802432,IN06A070,L,723,gaba,802432
814919,IN06A128,L,611,gaba,814919
814314,IN03B072,L,790,gaba,805701
814281,IN03B073,L,574,gaba,814281
812644,IN06A022,L,360,gaba,809650
812612,IN03B072,L,891,gaba,812612
805701,IN03B072,L,871,gaba,805701
94425,AN19B059,L,999,acetylcholine,74133
81707,AN19B060,L,582,acetylcholine,81566
78341,AN19B046,L,798,acetylcholine,72661
72661,AN19B046,L,691,acetylcholine,72661
817579,IN06A137,L,374,gaba,817579
909031,IN06A097,L,750,gaba,808788
809553,IN06A086,L,858,gaba,808702
809106,IN06A057,L,953,gaba,809106
935925,IN07B081,L,1020,acetylcholine,810074
924901,IN06A002,L,8876,gaba,904639
811510,IN06A071,L,600,gaba,811510
802533,IN06A020,L,2809,gaba,802533
152914,AN06A112,L,417,gaba,152914
810441,IN12A050_b,L,1073,acetylcholine,809199
802399,IN03B008,L,7888,unclear,802399
806060,IN03B037,L,1693,acetylcholine,806060
932579,IN06A070,R,539,gaba,816216
811559,IN02A040,L,562,glutamate,811559
809928,IN12A061_a,L,1296,acetylcholine,809928
809579,IN06A083,L,595,gaba,809384
809019,IN12A054,L,1437,acetylcholine,808206
808635,IN12A054,L,1540,acetylcholine,808206
806886,IN06A044,L,992,gaba,806886
804540,IN19A026,L,2868,gaba,804540
11540,DNge152,M,4156,unclear,11540
814790,w-cHIN,L,770,acetylcholine,802263
807416,IN07B086,L,1044,acetylcholine,807262
204318,AN06A092,L,848,gaba,156614
910784,IN02A049,L,402,glutamate,811345
904263,IN03B060,L,751,gaba,814667
814521,IN03B060,L,814,gaba,808235
813606,IN03B060,L,819,gaba,808235
811605,IN06A044,L,846,gaba,811149
810570,IN03B062,L,683,gaba,810570
809783,IN06A011,L,717,gaba,808774
1051211885,IN02A040,L,559,glutamate,819171
912409,IN06A122,L,277,gaba,815345
816216,IN06A070,L,501,gaba,816216
811616,IN03B058,L,747,gaba,811616
810227,IN06A070,R,604,gaba,802432
810038,IN12A054,L,1222,acetylcholine,806095
809466,IN16B093,L,743,glutamate,809466
808717,IN06A011,L,529,gaba,808717
804297,IN12A061_d,L,1089,acetylcholine,804297
816372,IN07B099,L,406,acetylcholine,804768
815768,IN03B060,L,684,gaba,814667
814667,IN03B060,L,778,gaba,814667
814284,IN03B081,L,495,gaba,813127
811152,IN03B060,L,1094,gaba,811152
809248,IN19B087,L,603,acetylcholine,809064
404805873,AN19B098,L,828,acetylcholine,314801
809332,IN16B046,L,388,glutamate,809332
807952,IN07B092_a,L,805,acetylcholine,807952
227788,AN19B079,L,1048,acetylcholine,152565
205625,AN16B078_b,L,323,glutamate,114612
194659,AN19B061,L,791,acetylcholine,135600
168586,AN19B063,L,1147,acetylcholine,168586
